PMID,Sentence,label
37114302,"Several researches reported PKP1 as one of the most overexpressed proteins in human lung cancer, and while flavonoids exhibited enormous anti-cancerous potential against several human cancers, further detailed in vitro studies are needed to validate the candidature of calyxins I for being developed as an anticancer drug.",Compound-Complex Sentence
35303567,"Although lung cancer has some of the highest morbidity and mortality rates of all cancers, an important risk factor for mortality in patients is tumor metastasis, and despite the advent of molecular diagnostic and therapeutic advancements, predicting prognosis and choosing the appropriate surgery and adjuvant chemotherapy remains a challenge.
",Compound-Complex Sentence
32724366,"Lung cancer is the most prevalent type of cancer worldwide and the leading cause of cancer-associated mortality in the USA and China, and this study found that miR-200a exhibits a tumor-suppressive role in non-small cell lung cancer (NSCLC) by targeting RHPN2, with overexpression of miR-200a inhibiting NSCLC cell proliferation and promoting apoptosis.",Compound-Complex Sentence
34654591,"DNA methylation, which involves the addition of a methyl group to cytosine under the catalysis of DNA methyltransferase (DNMT), plays a critical role in lung cancer pathogenesis, progression, and metastasis, but its clinical application is limited by challenges in methylation markers, sample tests, and detection sensitivity, highlighting the need for advancements in liquid biopsy techniques to improve diagnostic efficiency.",Compound-Complex Sentence
39400521,"The ALCASE project successfully navigated eligible individuals to lung cancer screening by enrolling 257 participants from rural and urban counties, and despite encountering barriers such as transportation and financial concerns, 41% of participants completed screening after receiving education and primary care referrals.",Compound-Complex Sentence
37782426,"Immune checkpoint inhibitors (ICI) have been widely adopted for the treatment of lung cancer since receiving first U.S. Food and Drug Administration (FDA) approval in 2015, but along with their use, the occurrence of immune-related adverse events (irAEs) has presented a challenge for both patients and oncology providers, and in this manuscript, we reviewed the clinical trials that led to the approval of ICI by the FDA for the treatment of lung cancer between 2015 and 2023 to establish the frequency of irAEs in this patient population.",Compound-Complex Sentence
34924304,"Since the implementation of low-dose computed tomography (LDCT) screening, the proportion of early-stage lung cancers (stages I-III) increased from 52% in 2009 to 56% in 2018, while stage IV diagnoses decreased, though this trend was not observed in black patients, highlighting disparities in screening access and outcomes.",Compound-Complex Sentence
35281872,"RIOK1 was highly expressed in NSCLC tissues and correlated with advanced stage and poor prognosis, and knockdown of RIOK1 could inhibit proliferation, migration, and invasion in NSCLC cells and tumorigenesis in vivo through the AKT, Cyclin B1, MMP2, and EMT pathway.",Compound-Complex Sentence
33628327,"The experimental results show that the model is superior to other methods in terms of accuracy, recall,
 and precision, and when the number of samples reaches 3000,
 the accuracy of the system will reach over 80%.",Compound-Complex Sentence
39409911,"BUB1 overexpression is associated with poorer survival in lung cancer, and while inhibiting BUB1 sensitizes NSCLC and SCLC to chemotherapies, such as cisplatin and paclitaxel, as well as radiation, it also shifts the cells towards pro-apoptotic and anti-proliferative states, evidenced by altered expressions of BAX, BCL2, PCNA, and Caspases-9 and -3.",Compound-Complex Sentence
34367998,"Apoptosis is a coordinated cellular process that occurs in several physiological situations, and while dysregulation of apoptosis has been documented in numerous pathological conditions, including cancer, non-coding RNAs regulate apoptosis through various mechanisms, particularly in lung cancer, where they interact with key cancer-related pathways such as PI3K/Akt, PTEN, and p53.",Compound-Complex Sentence
33287941,"The study found that FBN2 expression was significantly higher in lung cancer tissues compared to para-cancerous tissues, and it also revealed that FBN2 knockdown inhibited the proliferation and invasion of lung cancer cells, which highlights its potential role as an oncogene.",Compound-Complex Sentence
40016582,"Clinical data reveal that CPT1A expression is significantly upregulated 
while miR-365-3p is markedly downregulated, and there exists a negative correlation between
 their expressions that predicts clinical outcomes in lung cancer patients.",Compound-Complex Sentence
36294789,"Despite the recent increase in the number of types of treatments, non-small-cell lung cancer (NSCLC) remains the major cause of death from cancer worldwide, and there is an urgent need to develop new therapeutic strategies, while recent data from phase II trials have shed light on promising specific therapies for HER2-mutant NSCLC such as trastuzumab deruxtecan.",Compound-Complex Sentence
39547554," This study investigated the potential of the abnormal glycan structure Siaα-2,6Gal as a biomarker for early and differential diagnosis of lung cancer, and it found that Siaα-2,6Gal levels were significantly higher in lung cancer patients compared to other groups, showing a high diagnostic efficiency.",Compound-Complex Sentence
36353504,"Lung cancer has a high morbidity and mortality rate, and while current therapeutic approaches such as surgery, radiotherapy, and chemotherapy are not completely effective due to late diagnosis, liquid biopsy (LB) offers a minimally invasive method for investigating tumor-derived alterations and selecting targeted therapies.",Compound-Complex Sentence
35468849,"The proposed deep learning-assisted SVM-based model yields 94% accuracy for pulmonary nodule
 detection, and it is found superior to other existing methods including complex deep learning, 
simple machine learning, and hybrid techniques.",Compound-Complex Sentence
38694860,"The mortality rate and Years of Life Lost (YLL) due to lung cancer in Fars Province, Iran, increased significantly from 2004 to 2019, with males experiencing a 70% rise in crude mortality and a 2.5% annual increase in YLL rate, which underscores the urgent need for tobacco control and public health interventions to address this growing burden",Compound-Complex Sentence
32509574,"Lung cancer is the leading cause of cancer-related deaths, and this research aims to explore metastatic profiles in different histological types of lung cancer, as well as to assess the clinicopathological and survival significance of diverse metastatic lesions, which will help in improving research design and clinical practice.",Compound-Complex Sentence
37944251,"In our experiment, we have proposed a series of textural information extraction with the implementation of homomorphic encryption of the CT-Scan images of normal, adenocarcinoma, large cell carcinoma, and squamous cell carcinoma, and the results from the experiments have obtained a classification accuracy of 0.9347, as homomorphic encryption allows computations to be performed on encrypted data while preserving privacy.",Compound-Complex Sentence
36796609,"Interquartile range increases in concentrations of PM(2.5), NO(2), SO(2), and CO were associated with 
2.65%, 4.28%, 3.35%, and 4.60% increased risk of lung cancer mortality, respectively, and stratified 
analyses showed that the associations were strongest in the older population and men.",Compound-Complex Sentence
36761954,"Lung cancer mortality has declined due to improved treatments,
 yet the prognosis of surgical patients varies, necessitating advances in perioperative immunotherapy.",Compound-Complex Sentence
38904011,"A549.PM cells, established through long-term PM exposure, exhibited higher growth and proliferation compared to A549.Par cells, and RNA sequencing revealed that PM increases amphiregulin (AREG)-dependent proliferation through glutamine metabolism, which involves the EGFR/PI3K/AKT/mTOR signaling pathway, providing insights into PM-induced lung cancer progression.",Compound-Complex Sentence
35958328,"Recurrence dynamics in non-small cell lung cancer (NSCLC) patients varied significantly by tumor stage, histology, and sex, with stage III patients showing a sevenfold higher hazard rate than stage I patients and adenocarcinoma peaking at 15 months compared to 9 months in squamous cell carcinoma, which suggests the need for tailored postoperative surveillance strategies based on clinical and pathological characteristics",Compound-Complex Sentence
33523210,"Surgery is more frequently performed in women than in men, and survival rates for women are significantly better, particularly in the long-term, as evidenced by higher survival rates at 1, 5, 10, and 14 years after surgery.",Compound-Complex Sentence
37070909,"The meta-analysis of all studies showed that prior extrapulmonary malignancy results in poor overall survival in lung cancer patients as compared to those with no history of such cancer, although caution is needed in the interpretation of the results owing to high interstudy heterogeneity.",Compound-Complex Sentence
35576876,"We identified nine studies eligible for meta-analysis with 32,810 cases and 351,013 controls, and the pooled RR for highest versus lowest intake was 1.14 for GI and 0.93 for GL, which showed that high dietary GI intake is associated with a significantly increased risk of lung cancer.",Compound-Complex Sentence
32310152,"Although lung transplantation is a life-saving treatment for patients with end-stage lung disease, there may be a higher incidence of lung cancer in lung transplant recipients, and these cancers tend to be diagnosed at a more advanced stage.",Compound-Complex Sentence
37806735,"Lung cancer screening has been shown to reduce lung cancer mortality and is recommended for individuals meeting age and smoking history criteria, but despite the expansion of lung cancer screening guidelines in 2021, racial/ethnic and sex disparities persist, and high-risk racial minorities and women are more likely to be diagnosed with lung cancer at younger ages and have lower smoking histories.
",Compound-Complex Sentence
39589279,"Impaired lung function was associated with poorer survival for lung cancer patients in the general population, and although no statistically significant results were found in the NLST cohort, higher FEV1 and ratio of FEV1 to forced vital capacity were linked to better survival in the UK Biobank population.",Compound-Complex Sentence
34972964,"Inhibitors of PD-1/PD-L1 have revolutionized lung cancer treatment by offering long-term benefits in selected patient populations, but the quest for reliable predictive biomarkers to improve patient selection remains ongoing, as current tests have limitations.",Compound-Complex Sentence
39027487,"The diagnostic model, developed using gender, age, GAGE7, MAGE-A1, CA125, and CEA as variables, demonstrated strong performance with an AUC of 0.787 in the training set and 0.750 in the validation set, and the calibration curves showed a high agreement between predicted and observed values, indicating its potential for personalized lung cancer diagnosis.",Compound-Complex Sentence
33569187,"The prognostic nomogram for lung cancer surgery in HIV-infected patients included predictors such as age, CD4+ cell count, surgery method, and pathological stage, and it demonstrated good discrimination and calibration, which suggests its potential for improving prognostic accuracy in this patient population.",Compound-Complex Sentence
32255852,"16S rRNA gene-based metagenomic sequencing was used to detect the entire bacterial community along
 with conventional aerobic bacterial culturing, and in comparison to healthy,
 increased bacterial diversity was observed in diseased population.",Compound-Complex Sentence
34439187,"Early trials have shown encouraging rates of pathologic response to neoadjuvant therapy, and they have demonstrated that surgery
 can be safely performed after neoadjuvant immunotherapy with various agents and in combination with chemo-(radio)therapy",Compound-Complex Sentence
33363002,"We found that inhalation of BAL collected from non-small cell lung cancer (NSCLC) patients
 altered the lung microbiota and inhibited tumor cell growth, and the inhibitory effect was due to 
the infiltration of CD3 and CD8(+) T cells and decrease of M2 macrophages in lungs",Compound-Complex Sentence
38926407,"To distinguish patients with lung cancer from healthy individuals, we developed a deep learning model incorporating cfDNA methylation and fragment size profiles, and we successfully validated a combination of a methylation panel and model that achieved an accuracy of 81.5% and an area under the receiver operating characteristic curve of 0.87.",Compound-Complex Sentence
33298726,"Although blockade of the programmed cell death 1 immune inhibitory pathway has revolutionized the treatment of advanced non-small cell lung cancer and led to significant improvements in overall survival, early-stage surgically resectable lung cancer continues to be associated with a high risk of relapse despite apparent curative resection, and ongoing efforts aim to incorporate this pathway blockade into the treatment paradigm for surgically resectable lung cancer.

",Compound-Complex Sentence
32549341,"Silencing of USP4 leads to reduction of Oct4 and Sox2 expression, decreased CD133+ cell population, and inhibition of tumorsphere formation, while ectopic expression of USP4 significantly enhances lung cancer cell stemness, which is effectively rescued by simultaneous silencing of Twist1.",Compound-Complex Sentence
33145034,"The study evaluated 735 female lung cancer patients and found that never-smokers had significantly longer survival than smokers, while survival analysis revealed that smoking status, cancer stage, and other factors were significantly associated with mortality.",Compound-Complex Sentence
32600774,"By integrating data from the PLCO cancer screening trial, SCORE-risk charts, and radiotherapy excess ratios, we created risk charts estimating radiotherapy-induced lung cancer and cardiovascular mortality in female breast cancer patients, and these models might be useful for individualizing radiotherapy and optimizing lung cancer and cardiovascular prevention and screening.",Compound-Complex Sentence
35978918,"Although myasthenia gravis (MG) is a rare comorbidity after lung cancer surgery, severe myasthenic symptoms developed 7 years after the patient's lobectomy, and appropriate therapies have controlled MG for 6 years.",Compound-Complex Sentence
32676314,"Although the concordance between MDT and WFO was 92.4%, treatment recommendations for stage I-III NSCLC and limited disease SCLC were less consistent, and patient-doctor relationship may play a more important role in these stages.",Compound-Complex Sentence
37975311,"Immune checkpoint inhibitors (ICIs), which have demonstrated significant survival benefits in lung cancer treatment, face a critical gap in evidence due to the underrepresentation of elderly patients in clinical trials, despite their substantial proportion in clinical cases, highlighting the need for more research on their efficacy and safety in this population.",Compound-Complex Sentence
37854615,"The combination of CX-23 and DDP not only significantly inhibited tumor progression compared to 
DDP alone but also attenuated DDP-induced kidney toxicity, and these findings 
suggest that CX-23 alone or in combination with DDP may provide an 
alternative therapeutic option for DDP-resistant lung cancer",Compound-Complex Sentence
39019365,"PLA2G1B plays a critical role in lipid metabolism and inflammation, and since it has been identified as a potential preventive gene for lung cancer, therapeutic interventions targeting its structure could impede tumor growth.",Compound-Complex Sentence
38882728,"The methanolic extract of Justicia gendarussa exhibited potent anticancer activity against a lung cancer cell line, and the results revealed its proapoptotic and cytotoxic effects, which suggest the need for further studies to identify active chemicals and molecular mechanisms.",Compound-Complex Sentence
32342863,"While the COVID-19 pandemic increased risks for lung cancer patients and healthcare staff, experts developed practice recommendations through a modified Delphi consensus process, and they assessed two pandemic scenarios for adapting radiotherapy based on resource limitations and risk mitigation.",Compound-Complex Sentence
32982462,"The incidence of ED was higher in the lung cancer cohort compared to the non-lung cancer cohort (38.47 vs 28.28 per 10,000 person-years) with an adjusted IRR (aIRR) of 1.34 (95% CI: 1.06-1.70, p=0.014) after the confounders were adjusted for, and an increased incidence of ED was observed in the lung cancer cohort aged 40-54 years (aIRR: 5.44, 95% CI: 2.25-13.15, p<0.001), 55-64 years (aIRR: 3.62, 95% CI: 1.61-8.17, p=0.002), and anxiety (aIRR: 2.99, 95% CI: 1.81-4.94, p<0.001).",Compound-Complex Sentence
35216542,"Airborne PM2.5 has been classified as a carcinogen, and since Taiwan has a rising lung cancer incidence despite low tobacco use, other environmental factors may be responsible.",Compound-Complex Sentence
40050007,"Lung cancer ranks among the three most prevalent cancers worldwide, and this study designed a symmetric single-LCVR polarization imaging system (SSLPIS) for the first time, offering a faster, more precise, and easier-to-operate method for detecting lung cancer with an overall accuracy rate of over 90%.",Compound-Complex Sentence
39089005,"The suspicion that a lung cancer diagnosis may be associated with exposure to asbestos has no bearing on treatment, but attributing an individual's lung cancer to asbestos exposure has important medicolegal implications and may impact public health measures and policy.",Compound-Complex Sentence
36476246,"Morphine promotes tumor immune escape in lung cancer by activating MAEL through the Nrf2/PTEN pathway, which regulates immune factors such as PD-L1, TGF-β, IL-10, and IL-2, while reducing CD8(+) T cell activity and increasing the CD4(+)/CD8(+) T cell ratio.",Compound-Complex Sentence
34733476,"A postoperative chylothorax occurs relatively rarely after pulmonary resections and is often caused intraoperatively by injury to the thoracic duct, but since there are many variations in the route of the thoracic duct, thoracic surgeons should remain alert for this complication when performing lung cancer surgery with mediastinal lymph-node dissection and prepare treatment strategies accordingly.",Compound-Complex Sentence
35535474,"We found a 10.9% deviation rate from MTB advice, and 50% of these deviations were due to patient preference, which suggests that patient involvement in treatment decisions may be more common than previously thought.",Compound-Complex Sentence
34627121,"The results of the Mendelian randomization analysis indicated that insomnia is a causal risk factor for lung cancer, with increased risks observed for both lung adenocarcinoma and squamous cell lung cancer, while more studies are needed to better elucidate the underlying mechanisms and epidemiological evidence",Compound-Complex Sentence
34409025,"Overexpression of MCM5 and HDAC1 in A549 and H1975 cells can promote proliferation and invasion in vitro and tumor growth and metastasis in vivo, while astragaloside IV can block the interaction between HDAC1 and MCM5, thereby inhibiting the malignant progression of lung cancer.",Compound-Complex Sentence
33573659,"Completion lobectomy is the treatment of choice for local recurrence of non-small cell lung cancer after segmentectomy, and although minimal hilar adhesion was seen in three cases, tight adhesions during the completion right upper lobectomy made the procedure difficult..",Compound-Complex Sentence
36293388,"Lung cancer cells frequently upregulate de novo lipogenesis and the lipid transporter system to meet their lipid demand, and despite this, they adopt different proteins to acquire sufficient lipids, with lipid droplets often storing excess lipids.",Compound-Complex Sentence
37308954,"Non-small cell lung cancer (NSCLC) poses a significant global health threat, and while paclitaxel (PTX) has been widely used, its systemic toxicity often leads to multi-organ damage, prompting the development of a novel strategy using exosome-based delivery of PTX to enhance targeted tumor therapy with reduced side effects.",Compound-Complex Sentence
33932780,"Screening of human miRNAs revealed that a few genes showed numerous miRNA binding sites, while free energy values of mRNA sequences suggested that they might acquire compact folded structures causing complexity for miRNAs to interact.",Compound-Complex Sentence
38992115,"Lung cancer is known for its high mortality, and many patients already present with metastases at the time of diagnosis, which complicates treatment outcomes.",Compound-Complex Sentence
37321658,"Eligible women demonstrated strong interest in lung cancer screening,
 yet their knowledge and participation remained low, suggesting the potential benefit of
 linking mammography with LDCT appointments.",Compound-Complex Sentence
39906659,"Whether postoperative adjuvant radiotherapy is routinely administered to patients with pN2 remains 
controversial in clinical application, and the booming development of adjuvant targeted therapy and
 adjuvant immunotherapy also provides newer therapeutic options for the prognosis of postoperative pN2 stage NSCLC.",Compound-Complex Sentence
33319623,"Abnormal preoperative CONUT scores were a poor prognostic factor for elderly lung cancer patients, and while abnormal nutritional status and lymphopenia were also related to poor prognosis, higher CONUT scores of pembrolizumab were associated with poor survival.",Compound-Complex Sentence
39897227,"Astute recognition of paraneoplastic visual symptoms led to the early diagnosis and 
treatment of small-cell lung cancer, and the patient exhibited a significant tumor response to 
therapy even though his vision did not improve",Compound-Complex Sentence
36225627,"Similar to breast cancer, the present results supported the idea that the 27HC produced from
 alveolar macrophages promotes the proliferation of lung cancer cells highly expressing ER through 
the SERM action, and 27HC should be an important target for cancer therapy of NSCLC",Compound-Complex Sentence
37498067,"The AA homozygous genotype of EGFR rs763317 was significantly associated with increased 
lung cancer risk and poor survival (median survival time of 13.6 months versus 41.5 months for the 
GG genotype), and among patients under 60, it conferred an even higher risk of death",Compound-Complex Sentence
34820248,"Lung cancer is the major cause of cancer-related mortality globally, and while epigenetic research has provided vital insights into DNA methylation and histone modification, stage-specific epigenetic changes can now be used as reliable tools for early detection, prognosis monitoring, and treatment strategies.",Compound-Complex Sentence
33499040,"Docetaxel (DCX) is a highly effective chemotherapeutic drug used in the treatment of different types of cancer, including non-small cell lung cancer (NSCLC), but it has low oral bioavailability due to its low aqueous solubility, poor membrane permeability, and susceptibility to hepatic first-pass metabolism, and to mitigate these problems, DCX is administered via the intravenous route",Compound-Complex Sentence
39734193,"Primary outcomes included the overall survival (OS), progression-free survival (PFS), and cancer-specific survival (CSS), and hazard ratios (HRs) with 95% confidence intervals (CIs) were combined, while a subgroup analysis based on the type of lung cancer and treatment was conducted.",Compound-Complex Sentence
32391404,"Immunotherapy with immune checkpoint inhibitors (ICIs) ameliorates lung cancer but presents complications of infectious diseases, including tuberculosis, which developed in 1.7% of patients during immunotherapy at our institution, highlighting the need for close monitoring of patients with a positive interferon-gamma release assay status before ICI therapy.",Compound-Complex Sentence
35938010,"Lung cancer is one of the leading causes of cancer-related deaths, and identifying its biomarkers is crucial, since long noncoding RNAs (lncRNAs) have been shown to be strongly linked with multiple complex diseases.",Compound-Complex Sentence
32857335,"Preoperative FeNO levels were measured in patients with lung cancer, and although no significant differences in postoperative lung function were initially observed, the H group showed significant improvements in VC and FEV1 from 3 to 6 months.",Compound-Complex Sentence
38432026,"The Danish Lung Cancer Registry (DLCR) has been a tool for monitoring interventions and outcomes of lung cancer patients since 2000, and the comparison of data from the DLCR with medical records revealed overall high validity, with agreement on stage at diagnosis being 90.1% and on smoking status being 91.2%.",Compound-Complex Sentence
35070994,"Pemetrexed is an established therapy for patients with advanced non-squamous non-small-cell lung cancer (NSCLC), but while most squamous cases do not harbor driver oncogenes, rare exceptions exist, and in this case series, we describe two patients with adenosquamous histology harboring an ROS1 and ALK gene arrangement, respectively, who derived significant benefit from pemetrexed-based therapy.",Compound-Complex Sentence
33428062,"To overcome these problems, data augmentation has been performed using generative adversarial networks (GANs), which are commonly used in medical imaging, although conventional GAN cannot effectively handle the various shapes of tumors because it randomly generates images",Compound-Complex Sentence
35770414,"This study demonstrated that arsenic trioxide (As(2)O(3)) suppresses lung cancer growth and metastasis by blocking the calcineurin-NFAT pathway through upregulating DSCR1, and it found that these effects were abolished in DSCR1-/- mice, indicating the crucial role of DSCR1 in this mechanism.",Compound-Complex Sentence
36006737,"Bone is a common site of lung cancer metastasis, and while osteoclasts play a key role in this process,
 the regulatory mechanisms remain poorly understood.",Compound-Complex Sentence
33970779,"Our data confirmed the anti-cancer effect of siTRIM11 in human lung cancer by demonstrating inhibition of cancer cell proliferation and induction of apoptosis, and the underlying mechanism involved the up-regulation of DUSP6 and the inhibition of ERK1/2 activity, which suggests a potential therapeutic target.",Compound-Complex Sentence
37986322,"CCNB1 and CENPF, overexpressed in lung cancer tissues, are crucial diagnostic predictors and risk factors, as their high expression correlates with reduced survival rates and advanced clinical stages, while a diagnostic model incorporating CCNB1, CENPF, and neutrophil levels demonstrates high accuracy for lung cancer detection.",Compound-Complex Sentence
39415535,"Immune checkpoint inhibitors (ICIs) have revolutionized lung cancer treatment by significantly extending patient survival, but a large proportion of patients do not respond to ICIs, which highlights the need for effective biomarkers to identify those who can benefit, and advancements in single-cell sequencing and artificial intelligence are expanding the identification of predictive biomarkers.",Compound-Complex Sentence
32850380,"Despite advances in our understanding of the molecular biology of the disease and improved therapeutics,
 lung cancer remains the most common cause of cancer-related deaths worldwide, 
and an unmet need remains for improved treatments, especially in advanced stage disease.",Compound-Complex Sentence
33569205,"The decision of whether surgical treatment of central lung cancer should be minimally invasive or a conventional thoracotomy is critical for the thoracic surgeon, and while the 3- and 5-year disease-free survival and overall survival rates were similar between the two groups, the MIS group had a lower incidence of blood loss, shorter hospital stays, and fewer complications.",Compound-Complex Sentence
38760988,"In our study, we explored the mechanisms of exosomes from different sources on lung cancer, and we found that CD8(+)T-derived exosomes inhibited the growth of A549 cells and promoted apoptosis, while CAF-derived exosomes promoted the growth of A549 cells and inhibited apoptosis.",Compound-Complex Sentence
32701251,"Histone deacetylases (HDACs) have been extensively studied in lung cancer, and their inhibition has 
emerged as a novel treatment strategy, with several HDAC inhibitors shown to induce apoptosis
 and suppress tumorigenesis.",Compound-Complex Sentence
35433740,"While the regional PM10 levels were generally lower compared to the national average in 2020, the regional NO(2) levels were higher, indicating that NO(2) might be the leading pollutant contributing to the increased ratio of adenocarcinoma and advanced-stage lung cancer at initial presentation.  ",Compound-Complex Sentence
33344441,"Dasatinib suppresses lung cancer cell proliferation by inhibiting LIMK1 activity, and it also
 induces apoptosis and cell cycle arrest, making it a potential candidate for lung cancer therapy.",Compound-Complex Sentence
35574342,": Lung cancer is the leading type of malignant tumor among cancer-caused deaths worldwide, and the 5-year survival rate of lung cancer patients is only 18%, while several CTAs, such as XAGE, SPAG9, and AKAP4, have been considered as biomarkers for the diagnosis and prognostic prediction of lung cancer.",Compound-Complex Sentence
33941441,"The prognostic factors for left lung cancer with mediastinal lymph node metastasis were cN status and
 adjuvant chemotherapy, and not pN status (pN2 or pN3), and we hope that the study results, 
which suggest that there may be no difference in prognosis between pN2 and pN3, 
would broaden the discussion of oncological issues in the staging of mediastinal lymph node metastasis of left lung cancer.",Compound-Complex Sentence
35066691,"Over-expression of DNA polymerase ζ in A549 and HCC827 cells decreased radiosensitivity and inhibited cell apoptosis, while knockdown of polymerase ζ showed the opposite effects, which suggests that targeting DNA polymerase ζ may improve the radiosensitivity of lung cancer cells",Compound-Complex Sentence
39758958,"Lung cancer mortality rates in Andalusia have shown a gender disparity, and while male mortality has declined, female mortality has increased, reflecting historical smoking patterns.",Compound-Complex Sentence
35840339,"The prognosis of lung cancer patients with interstitial lung disease (ILD) is poor, and while chemotherapy can trigger acute exacerbation (AE) of ILD, no studies have investigated the disease activity of lung cancer during the development of AE-ILD.",Compound-Complex Sentence
37168347,"Lung cancer is the leading cause of cancer-related deaths globally, and early detection of lung cancer can lead to more effective treatment and improved survival, while the diagnostic value of circulatory abnormal cells (CACs) remains controversial.",Compound-Complex Sentence
37958255,"Although lung cancer is the leading cause of cancer deaths in men and women in the United States, accurate staging is needed to determine prognosis and devise effective treatment plans, and understanding the nuances of the TNM staging system, along with the strengths and weaknesses of various imaging modalities, is essential to optimize patient outcomes.
",Compound-Complex Sentence
36148757,"Exosomal transfer of circSATB2 promotes lung cancer progression by acting as a sponge for miR-330-5p, which upregulates PEAK1, enhancing cell proliferation, invasion, and migration, and abrogating the inhibitory effects of sh-circSATB2 on tumor growth both in vitro and in vivo",Compound-Complex Sentence
39758764,"Multivariate analysis showed that governorates, educational level, and occupation significantly
 affected warning sign-scores, and post-hoc analysis revealed that people residing in Bekaa scored
 lower warning sign recognition scales compared with participants residing in Beirut, Mount Lebanon, and North",Compound-Complex Sentence
38816088,"Lung cancer screening via low-dose computed tomography (CT) reduces mortality from lung cancer, and eligibility criteria have recently been expanded to include patients aged 50 to 80 with at least 20 pack-years of smoking history, while Lung cancer screening CTs should be interpreted using Lung Imaging Reporting and Data System (Lung-RADS), a system that accounts for nodule size, density, and growth.",Compound-Complex Sentence
32707835,"We identified differentially methylated regions (NE-DMRs) associated with neuroendocrine (NE) lung cancer, which correlated with gene expression data and revealed a highly specific gene module for NE lung cancer, and using ATAC-seq and RNA-seq, we validated the regulatory potential of NE-DMRs, uncovering both proximal and distal regulatory elements of canonical NE-marker genes and novel candidate markers.",Compound-Complex Sentence
35477305,"Tumor-infiltrating lymphocyte (TIL) therapy has shown promising results for non-small cell lung cancer resistant to immune checkpoint inhibitors, but challenges such as ex vivo expansion, delivery, and high costs limit its availability, which underscores the need for further research and optimization to identify eligible patients and improve treatment outcomes.",Compound-Complex Sentence
34587932,"Smoking increases DNA methylation and DNA damage, and DNA damage acts as a vital cause of tumor development because it may further promote smoking-related lung cancer.",Compound-Complex Sentence
34109434,"Shikonin exhibited significant anticancer effects in lung cancer cells, and its impact on glycolysis was evident, which supports its potential as a therapeutic agent.",Compound-Complex Sentence
37323176,"The proportion of female first authors increased from 29.4% in 2012 to 39.8% in 2021, and the annual percentage change in female first authorship showed a significant rise in 2019, which suggests that women's participation in lung cancer research is improving over time.",Compound-Complex Sentence
36188550,"Ophiopogon japonicus (OJ) inhibited proliferation, induced apoptosis, and suppressed migration in NCI-H1299 lung cancer cells, while UHPLC/Q-TOF-MS-based metabolomics identified 22 differential metabolites involved in glycerophospholipid, ether lipid, and glutathione metabolism, which highlights the potential of metabolomics to uncover the anticancer mechanisms of OJ",Compound-Complex Sentence
38199926,"Lung cancer is the most common cause of cancer-related deaths globally, with the highest mortality rates among both men and women, and most lung cancers are diagnosed at late stages, necessitating systemic therapy.",Compound-Complex Sentence
39844064,"The DQN model achieved the optimal prediction performance in stratified subgroups, with AUROC ranging from 0.937 to 0.953 and recall ranging from 0.932 to 0.943, while men ≥ 65 carrying C > A/G > T mutation had the highest lung cancer incidence decrease of 39.5% after five years quitting in stratified elderly groups.",Compound-Complex Sentence
32368979,"A lung cancer model was successfully developed by administering NNK to Wistar rats, and in silico experiments confirmed EGFR as the most potential molecular target, which may aid in designing effective drugs for human lung cancer treatment.",Compound-Complex Sentence
36620539,"It is unclear whether pleural/pericardial drainage and pleurodesis/pericardiodesis should be performed before or after initiating chemotherapy in patients with chemotherapy-sensitive small-cell lung cancer, but this case highlights the importance of aggressive drainage and pleurodesis/pericardiodesis, while suggesting that they should be considered before systemic chemotherapy in patients with concurrent pericardial or pleural effusions.",Compound-Complex Sentence
33722699,"Target therapies completely changed the clinical approach in EGFR mutated and ALK rearranged non-small cell lung cancer, ensuring these patients exceptional outcomes with a better toxicity profile compared to conventional chemotherapy, and new data are emerging about less common alterations, which has led to the approval of new drugs and the investigation of others.",Compound-Complex Sentence
37442331,"Thus, the association of smoking with lung cancer was partly explained by differences in baseline blood DNA at few relevant sites,
 and experimental studies are needed to confirm the biological role of identified eQTMs 
and to evaluate potential implications for early detection and control of lung cancer.",Compound-Complex Sentence
33840167,"Our results show that 21.68% of lung cancer‒associated risk variants are linked to noncoding
 regulatory elements, nearly half of which are cell type‒specific, and integrative analysis of
 high-resolution long-range chromatin interactome maps and single-cell RNA-sequencing data of 
lung tumors uncovers a number of putative target genes of these variants and
 functionally relevant cell types",Compound-Complex Sentence
34136531,"Given the high incidence and mortality of lung cancer, early detection is crucial,
 yet current diagnostic methods lack specificity and limit multiple sampling, making circular
 RNAs (circRNAs) promising biomarkers for non-small cell lung cancer (NSCLC).",Compound-Complex Sentence
34604035,"Several studies have demonstrated the impacts of GTPases of immunity-associated proteins (GIMAPs) on malignant cells, and while the mechanisms through which Gimap5 regulates lung cancer cells are yet to be thoroughly investigated, our study aimed to investigate its function in lung cancer development.",Compound-Complex Sentence
31593396,"Although this PDQ cancer information summary provides comprehensive, peer-reviewed, evidence-based information about the treatment of childhood pleuropulmonary blastoma, it is not intended to provide formal guidelines or recommendations for healthcare decisions, and it is reviewed and updated regularly by the PDQ Pediatric Treatment Editorial Board, which operates independently from the National Cancer Institute (NCI).
",Compound-Complex Sentence
38630643,"Although uncertainty is the inability to define the meaning of illness-related events, which may result in anxiety, depression, poor coping, the self-perception of being a burden, and low quality of life, the study assessed uncertainty in Thai patients with advanced-stage lung cancer (ASLC), and the results may help healthcare professionals better manage uncertainty in these patients.

",Compound-Complex Sentence
